k,fee,max_slippage,seed,hybrid_spread_mean,hybrid_depth_mean,hybrid_volume_mean,original_spread_mean,original_depth_mean,original_volume_mean,spread_mean,spread_t,spread_p,depth_mean,depth_t,depth_p,volume_mean,volume_t,volume_p
500000000000.0,0.01,0.05,1235,-125.09200625993572,634.7740902931918,431.21166666666664,3.6966666666666668,462.37833333333333,528.4916666666667,-128.78867292660237,-40.001659885091854,2.611232880219532e-171,172.39575695985835,2.659910978013514,0.008025364342872385,-97.28,-0.5894133108586144,0.5558062837816679
500000000000.0,0.01,0.05,5678,-126.8039697122367,515.4502104365008,366.5316666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-130.50063637890335,-40.72593519014147,1.0039030068028396e-174,53.071877103167424,1.0326984684123242,0.30216179414790456,-161.96,-1.1516912791570748,0.24990742557663082
100000000000.0,0.05,0.1,1235,-78.68156537790496,650.2821291591149,454.7216666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-82.37823204457163,-21.908760648295175,1.374670896968175e-78,187.9037958257815,2.2478374871019233,0.024949524171603697,-73.77,-0.44295124614543374,0.6579609192192934
100000000000.0,0.001,0.5,1235,-1658.583127976422,722.4917035027906,432.2416666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-1662.2797946430887,-34.55969327017239,9.24641146770182e-145,260.1133701694573,3.110474796553624,0.0019566642015982245,-96.25,-0.5780220902870131,0.5634664339270273
10000000000.0,0.02,0.1,1235,-231.4276329088394,577.3480861176715,431.61,3.6966666666666668,462.37833333333333,528.4916666666667,-235.124299575506,-35.45669272567589,3.055877951784939e-149,114.96975278433824,1.374437710048384,0.16981981958594156,-96.88166666666666,-0.5821598703016605,0.5606780452674478
10000000000.0,0.02,0.1,1235,-231.4276329088394,577.3480861176715,431.61,3.6966666666666668,462.37833333333333,528.4916666666667,-235.124299575506,-35.45669272567589,3.055877951784939e-149,114.96975278433824,1.374437710048384,0.16981981958594156,-96.88166666666666,-0.5821598703016605,0.5606780452674478
10000000000.0,0.05,0.2,1235,-443.5735282266433,591.2544196570967,436.9583333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-447.27019489330996,-30.181911722188598,2.3043069031895216e-122,128.87608632376342,1.5412068573931608,0.12379453914016589,-91.53333333333333,-0.5498218374237361,0.5826465184567358
50000000000.0,0.05,0.05,1235,5.974831589492775,584.5632222810427,452.54833333333335,3.6966666666666668,462.37833333333333,528.4916666666667,2.278164922826108,1.7791155285128029,0.07572783368920574,122.18488894770945,1.4602982365790353,0.14473240650281655,-75.94333333333333,-0.4562214981426945,0.6483960716129908
500000000000.0,0.05,0.05,1235,5.700567536148247,651.4169624189559,456.99833333333333,3.6966666666666668,462.37833333333333,528.4916666666667,2.0039008694815803,1.448603125969154,0.14797170161736137,189.03862908562246,2.2595275444687672,0.02420907997431979,-71.49333333333334,-0.4292755005517975,0.6678770991994892
50000000000.0,0.001,0.05,91011,-174.54801491969891,440.2763129939822,371.52,3.6966666666666668,462.37833333333333,528.4916666666667,-178.24468158636557,-50.5829696166409,2.182300102691806e-218,-22.10202033935121,-0.4740736099865609,0.6356201722963489,-156.97166666666666,-1.1948387636643134,0.2326229039562007
500000000000.0,0.05,0.1,1235,-67.25176058593289,623.4285094036877,441.09833333333336,3.6966666666666668,462.37833333333333,528.4916666666667,-70.94842725259956,-17.69591917528912,1.1065074638284765e-56,161.05017607035427,1.923426138720974,0.05490020307207933,-87.39333333333333,-0.5248425888368361,0.5998868088309344
100000000000.0,0.001,0.5,1235,-1658.583127976422,722.4917035027906,432.2416666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-1662.2797946430887,-34.55969327017239,9.24641146770182e-145,260.1133701694573,3.110474796553624,0.0019566642015982245,-96.25,-0.5780220902870131,0.5634664339270273
10000000000.0,0.02,0.1,91011,-216.8142607425476,454.66553243054864,386.095,3.6966666666666668,462.37833333333333,528.4916666666667,-220.51092740921425,-31.49917470946482,3.4522378043245916e-129,-7.712800902784644,-0.16112495192047444,0.8720493153837419,-142.39666666666668,-1.0846509052875524,0.27851265348593085
50000000000.0,0.05,0.1,121314,-88.48955835357728,367.9073428897334,373.98,3.6966666666666668,462.37833333333333,528.4916666666667,-92.18622502024395,-23.933409016453506,2.4240029642645464e-89,-94.47099044359994,-1.9345005208932384,0.05352218243301069,-154.51166666666666,-1.0528634422290784,0.29282810871787757
100000000000.0,0.001,0.1,91011,-361.4434441785198,432.1337563186608,367.91833333333335,3.6966666666666668,462.37833333333333,528.4916666666667,-365.1401108451865,-47.15695087661581,8.439123497084305e-204,-30.244577014672554,-0.6502500919225774,0.5157799990166633,-160.57333333333332,-1.2245881703937609,0.22121180297365053
50000000000.0,0.01,0.05,121314,-108.97269726888192,439.51860142565965,350.87,3.6966666666666668,462.37833333333333,528.4916666666667,-112.66936393554856,-38.5008750934746,3.832317295327199e-164,-22.85973190767368,-0.4731616550462153,0.6362702284821007,-177.62166666666667,-1.224589862624585,0.22121116552614636
100000000000.0,0.001,0.1,5678,-334.073065977006,509.2855829403992,382.6483333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-337.7697326436727,-44.27559371419275,4.745972630913578e-191,46.90724960706582,0.8618447044537384,0.3891178623891317,-145.84333333333333,-1.035173016650145,0.30100584422753995
50000000000.0,0.001,0.5,121314,-1747.6775165951613,473.32463206117956,361.16833333333335,3.6966666666666668,462.37833333333333,528.4916666666667,-1751.374183261828,-38.99777706661521,1.5748993490792287e-166,10.94629872784629,0.22345352824807954,0.8232587319581995,-167.32333333333332,-1.147269511525701,0.2517282772843081
100000000000.0,0.05,0.2,5678,-404.9625799395387,453.9737739651671,384.98333333333335,3.6966666666666668,462.37833333333333,528.4916666666667,-408.65924660620544,-29.86741604847109,1.0033097577159494e-120,-8.404559368166252,-0.16120647968142718,0.8719851331602919,-143.50833333333333,-1.0134602159372987,0.3112495752841888
50000000000.0,0.05,0.1,121314,-88.48955835357728,367.9073428897334,373.98,3.6966666666666668,462.37833333333333,528.4916666666667,-92.18622502024395,-23.933409016453506,2.4240029642645464e-89,-94.47099044359994,-1.9345005208932384,0.05352218243301069,-154.51166666666666,-1.0528634422290784,0.29282810871787757
50000000000.0,0.02,0.5,5678,-1714.9043445399027,498.34616293572105,370.5466666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-1718.6010112065694,-33.47067151202176,2.8724340432889432e-139,35.96782960238772,0.650353498948139,0.5157132633389161,-157.945,-1.1209582677677559,0.26275482555041246
10000000000.0,0.001,0.1,1235,-340.86536208889,613.4329165635974,446.02166666666665,3.6966666666666668,462.37833333333333,528.4916666666667,-344.5620287555567,-49.71477444995706,9.499707531359805e-215,151.05458323026406,1.8068465396614195,0.07128787759190781,-82.47,-0.4951700172695802,0.6206617020079795
500000000000.0,0.001,0.05,5678,-160.13774027337257,575.1289389806708,369.53333333333336,3.6966666666666668,462.37833333333333,528.4916666666667,-163.83440694003923,-53.289716824605705,1.738377579221272e-229,112.75060564733754,2.1674688205322323,0.0305923736879292,-158.95833333333334,-1.135709051878769,0.2565325507944352
100000000000.0,0.02,0.5,91011,-1519.3591409224043,474.0346763471812,368.0683333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-1523.055807589071,-40.258281250180424,1.597929909683724e-172,11.656343013847824,0.24873099394976655,0.8036541282234543,-160.42333333333335,-1.2229050991769352,0.22184645375918305
50000000000.0,0.05,0.2,121314,-440.22431973339457,454.9851132201578,382.98833333333334,3.6966666666666668,462.37833333333333,528.4916666666667,-443.9209864000612,-32.76690294594348,1.0886206481201243e-135,-7.393220113175484,-0.14969043130311704,0.8810592442251864,-145.50333333333333,-0.9922849360377576,0.32145921246222475
131596244201.09389,0.01235183461782368,0.6302583669924757,1235,-1720.5739699426126,714.9627532235774,426.595,3.6966666666666668,462.37833333333333,528.4916666666667,-1724.2706366092793,-36.19131750459228,7.003210706198834e-153,252.58441989024413,3.023079630176233,0.002609141594778369,-101.89666666666666,-0.6121861542295867,0.5406469076297029
15551607615.544558,0.06378970121747203,0.8488137464475589,1235,-2027.8501042473424,649.864961423517,438.5566666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-2031.5467709140091,-38.907477683722746,4.26486065817501e-166,187.48662809018376,2.244017393663761,0.02519571230835231,-89.935,-0.5399892534757031,0.589405134815302
44146140349.5643,0.09655117585574528,0.9960513072785542,1235,-2109.37410876873,670.4754443568371,420.70166666666665,3.6966666666666668,462.37833333333333,528.4916666666667,-2113.0707754353966,-33.60933985447501,5.699022213578581e-140,208.09711102350386,2.493683885553773,0.01291113632300928,-107.79,-0.6480456977677842,0.5172037142819408
52458897044.750046,0.07119683701795967,0.3343433210822175,1235,-671.0952917852695,624.9779864810116,434.5,3.6966666666666668,462.37833333333333,528.4916666666667,-674.7919584519361,-30.832297775693007,9.653680256408985e-126,162.5996531476783,1.9464070734430141,0.05207303503003467,-93.99166666666666,-0.5645993517811368,0.5725576666018329
557219595896.9293,0.0317759716607942,0.20223813061818904,1235,-485.83938597102366,753.4803965097565,445.14166666666665,3.6966666666666668,462.37833333333333,528.4916666666667,-489.5360526376904,-35.13749989544667,1.188703723664797e-147,291.1020631764231,3.4822153223318395,0.0005335145605337203,-83.35,-0.5004443036673406,0.6169460780114477
4018399344.4195657,0.06147709053554557,0.04299663789438976,1235,9.765170117775757,564.9679524642171,455.5233333333333,3.6966666666666668,462.37833333333333,528.4916666666667,6.068503451109089,4.46857453638839,9.416884734862443e-06,102.58961913088366,1.2260079471711294,0.220677450254278,-72.96833333333333,-0.4381286083607233,0.6614510093815928
268711834521.81714,0.09282176222120495,0.5864863460181231,1235,-872.8082788564726,756.8264195353127,444.68833333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-876.5049455231393,-30.63538421488195,1.0132406124097199e-124,294.44808620197927,3.523077459909485,0.00045906818277549654,-83.80333333333333,-0.5030847899407102,0.6150895897571096
22927520781.75817,0.013139548851424758,0.7323395559652018,1235,-2269.3889946734434,709.8228545755028,438.78333333333336,3.6966666666666668,462.37833333333333,528.4916666666667,-2273.08566134011,-34.81857107538505,4.6636684988310145e-146,247.44452124216951,2.9608883892212288,0.003188966752838522,-89.70833333333333,-0.5387233955194871,0.5902778738261663
11364198346.152508,0.02245494979862857,0.12202645965665983,1235,-294.17010460990684,606.0008930699576,437.68333333333334,3.6966666666666668,462.37833333333333,528.4916666666667,-297.8667712765735,-36.45874601576806,3.365703509929924e-154,143.6225597366242,1.7165784575021719,0.08657320328467413,-90.80833333333334,-0.545532315234574,0.5855905450457632
109179152239.77515,0.07838545999003248,0.4290849840274765,1235,-767.2274336603782,680.7071535726185,437.745,3.6966666666666668,462.37833333333333,528.4916666666667,-770.9241003270449,-30.759848612321484,2.2918078523422516e-125,218.32882023928508,2.6153270649111784,0.009138747979203502,-90.74666666666667,-0.544846680311675,0.586061757751388
748875937009.113,0.04753146150451269,0.45347803661892133,1235,-743.9376359272475,808.8114840818249,420.675,3.6966666666666668,462.37833333333333,528.4916666666667,-747.6343025939142,-31.526212418458083,2.5046013321117376e-129,346.4331507484916,4.149629268908552,3.812682719207186e-05,-107.81666666666666,-0.6479179956367767,0.5172862535934715
311673798086.31976,0.08561996994890543,0.5153789247886719,1235,-797.3891907099435,674.1813546383105,420.87833333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-801.0858573766101,-30.674055176099845,6.383850981136776e-125,211.80302130497716,2.534038180079904,0.011529318460117958,-107.61333333333333,-0.6466663952519117,0.5180955778035312
1675354370.6131418,0.041621618830406104,0.7965346985693161,1235,-2883.0065831454003,647.6182775423079,434.94666666666666,3.6966666666666668,462.37833333333333,528.4916666666667,-2886.703249812067,-32.1109287102785,2.4678096181719122e-132,185.2399442089745,2.217910969038829,0.026935266106988546,-93.545,-0.5619866031970941,0.5743353687175667
206630243861.7858,0.09350902220612,0.07063566931215783,121314,10.22506751391551,489.57231625835857,406.84833333333336,3.6966666666666668,462.37833333333333,528.4916666666667,6.528400847248843,4.249127157146804,2.4882294600908016e-05,27.193982925025253,0.5461922390809153,0.5851371692789279,-121.64333333333333,-0.8266637909744737,0.40875681455789536
3914241712.9416227,0.009286204172811762,0.9242213638811507,121314,-2937.0310600603075,477.22736220999855,353.28,3.6966666666666668,462.37833333333333,528.4916666666667,-2940.727726726974,-35.003859735110176,5.523959331871928e-147,14.849028876665168,0.30423305748057716,0.7610560008318304,-175.21166666666667,-1.1955355985404847,0.23235091460924667
1714111028.031779,0.02373516414693136,0.974013866836306,121314,-3186.2528896662266,478.9052347847648,336.69166666666666,3.6966666666666668,462.37833333333333,528.4916666666667,-3189.9495563328933,-31.61494109187174,8.741967932190652e-130,16.526901451431453,0.3399855216595109,0.7339866154472016,-191.8,-1.3211874260340677,0.186943327946644
1267452274.034275,0.02565288746046793,0.44981358421929923,121314,-1569.8809375837593,479.86021139143503,369.6166666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-1573.577604250426,-42.28071466112283,5.843624875282209e-182,17.48187805810172,0.35457008154730213,0.7230364848062053,-158.875,-1.0831536289072305,0.27917604665845325
18207751090.19892,0.042299114835684506,0.2932637763063256,121314,-799.7194288662097,433.70602177325014,376.665,3.6966666666666668,462.37833333333333,528.4916666666667,-803.4160955328764,-38.31095309100993,3.154836515526954e-163,-28.672311560083198,-0.5805957808733458,0.5617312741325785,-151.82666666666665,-1.035193161403132,0.300996446027986
3645318054.5411344,0.073203880319335,0.38423522023131385,121314,-1036.422301406299,360.13749649245483,347.175,3.6966666666666668,462.37833333333333,528.4916666666667,-1040.1189680729658,-35.13425552786752,1.2338437314089597e-147,-102.24083684087859,-2.102659366272597,0.03591224218634626,-181.31666666666666,-1.2470829466911169,0.21285446899157767
80414914416.82182,0.05314092115117428,0.8462103962188805,121314,-2033.892368117602,516.3735988123182,346.185,3.6966666666666668,462.37833333333333,528.4916666666667,-2037.5890347842685,-31.77856243243281,1.2574314724962116e-130,53.99526547898488,1.099737293951517,0.27188838157598383,-182.30666666666667,-1.2559527598233169,0.20962274796841376
32380887476.581963,0.05899869802170723,0.19916004753856104,121314,-383.3153771776204,393.1364037030818,372.885,3.6966666666666668,462.37833333333333,528.4916666666667,-387.01204384428706,-30.13226191759121,4.178698764818735e-122,-69.24192963025156,-1.4161699548760134,0.15724553444427875,-155.60666666666665,-1.060210238886853,0.2894762688878195
20554038844.27251,0.018946276055974265,0.745164062745536,121314,-2318.812529466013,493.84937736025205,343.28333333333336,3.6966666666666668,462.37833333333333,528.4916666666667,-2322.5091961326793,-35.15103846507334,1.0174983346175318e-147,31.471044026918705,0.6427122726242284,0.520656744066881,-185.20833333333334,-1.2759830680294746,0.20245605240746284
467493113591.13165,0.03702808261469788,0.3600984733395388,121314,-807.9611808156696,558.7791396529911,340.69166666666666,3.6966666666666668,462.37833333333333,528.4916666666667,-811.6578474823364,-37.085835686818484,2.8211861665579123e-157,96.4008063196578,1.9710947922027557,0.049172946237088316,-187.8,-1.2947397406938352,0.19590887887248018
65878906697.45919,0.046823188342895165,0.19249290220778423,121314,-369.79579835676617,475.6658166907614,381.0833333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-373.4924650234328,-30.462147934216564,8.03848798844661e-124,13.2874833574281,0.2650992117780827,0.7910242359939086,-147.40833333333333,-1.0047019189561808,0.31544608659559104
146366960378.4653,0.06545225325405928,0.8070013238075849,121314,-1542.761859657664,546.544904333298,367.2133333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-1546.4585263243307,-29.721013763294646,5.828319420891055e-120,84.1665709999646,1.7077540811126652,0.08820013005920604,-161.27833333333334,-1.1003363694880723,0.2716275852552902
11507548033.984821,0.09686231880995387,0.6099421587833335,121314,-1444.243183588959,446.17077918479896,363.05833333333334,3.6966666666666668,462.37833333333333,528.4916666666667,-1447.9398502556257,-29.560034968736094,4.041782280621709e-119,-16.207554148534353,-0.331263173357435,0.7405615616664162,-165.43333333333334,-1.1288279042682299,0.25942232202280335
7230289506.869288,0.08498444877101324,0.1279762060165446,121314,-53.74447594136334,334.4108661098277,378.0283333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-57.44114260803001,-13.519386231918643,1.5411034088354574e-36,-127.96746722350566,-2.633076971788102,0.008679903489983331,-150.46333333333334,-1.0265249505795129,0.30505855872561743
327152825044.5517,0.08088321511084669,0.5309553601516651,121314,-792.349953615185,556.3532063433724,372.99666666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-796.0466202818516,-27.335766174936413,2.0279106736887722e-107,93.97487301003919,1.9088361929930657,0.05676083481142868,-155.495,-1.0596319685212652,0.28973915098999087
964853975817.6914,0.0033660737589560276,0.6379836691812584,121314,-1277.2516459335345,655.5413533695928,335.32666666666665,3.6966666666666668,462.37833333333333,528.4916666666667,-1280.948312600201,-33.030429369050395,4.945749535149102e-137,193.16302003625944,3.91461369996381,0.00010094956345822725,-193.165,-1.3318938161044847,0.18340163858943917
19476861093.501534,0.06108235931625682,0.6655179362160675,91011,-2067.3114273697074,434.1646205227118,364.26,3.6966666666666668,462.37833333333333,528.4916666666667,-2071.008094036374,-29.991169866550745,2.270462116730185e-121,-28.213712810621523,-0.601118386975299,0.547988538504999,-164.23166666666665,-1.2524439723734482,0.21089689240721476
658078965906.2797,0.05545934038023976,0.7613299539486748,91011,-1321.594627133531,560.9511809924992,365.4533333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-1325.2912938001978,-32.312397753895574,2.28964764144521e-133,98.57284765916579,2.0661184650808635,0.03924665377684224,-163.03833333333333,-1.2417046389028856,0.21483153896542595
393032995795.5535,0.09167954912986821,0.09181590067457929,91011,4.205,443.30901856930683,370.38666666666666,3.6966666666666668,462.37833333333333,528.4916666666667,0.5083333333333333,0.7434946849836767,0.457473754366684,-19.06931476402653,-0.40801041476377936,0.6834118248625518,-158.105,-1.2064388088313451,0.22812460154288614
497622309887.292,0.09406149072969902,0.5414195766838312,91011,-761.8517438269809,534.7607666374582,361.18833333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-765.5484104936475,-31.93127675490033,2.063010153610846e-131,72.38243330412497,1.5318794295414047,0.1260801345352345,-167.30333333333334,-1.2755804156220676,0.20259833317236103
21077405957.378998,0.0631430315669388,0.3369739984672852,91011,-880.4279034451888,398.49211656410097,365.975,3.6966666666666668,462.37833333333333,528.4916666666667,-884.1245701118555,-30.577095332435672,2.0334305018700804e-124,-63.88621676923232,-1.374918232774336,0.16967085502261298,-162.51666666666668,-1.239834652613627,0.2155220466914034
114511961597.13109,0.001759923102780302,0.4492657727144636,91011,-1582.2475278481083,439.8882292026411,363.0233333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-1585.944194514775,-41.79667951799989,1.011568637942395e-179,-22.49010413069215,-0.4812884667637658,0.6304872576255856,-165.46833333333333,-1.2616717104809096,0.2075580200029775
10635936144.97521,0.07389889452835037,0.9269384188536935,91011,-3368.9460426532764,420.4171483913629,367.2366666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-3372.642709319943,-31.225339520223,8.937462633408961e-128,-41.96118494197039,-0.8957072240602237,0.37076895164112045,-161.255,-1.2289265745282536,0.21958190002768344
1646222038.4382403,0.012394969450950663,0.03807847720170176,91011,-65.52550447004728,497.1200867648664,383.00166666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-69.22217113671395,-26.678216234688634,6.157897480202364e-104,34.74175343153314,0.6498172414321794,0.5160593960074129,-145.49,-1.1033616152255166,0.27031322499838717
68684386257.88926,0.017282662898667714,0.38266356676467933,91011,-1377.5587892645635,433.89721515596796,364.2683333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-1381.2554559312302,-43.650204390263546,3.183126905580391e-188,-28.481118177365353,-0.6096051591417385,0.5423545540567009,-164.22333333333333,-1.2518092707147006,0.21112796985901433
243014837803.12628,0.07709317142557053,0.148143042710958,91011,-127.62920654080088,458.68096513286156,376.1666666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-131.32587320746754,-19.27673468756961,8.752772323238064e-65,-3.6973682004717316,-0.07911815431326327,0.9369650671404969,-152.325,-1.16099223471669,0.24610751803668537
3224455962.8915205,0.03068233279238803,0.8284725634348338,91011,-3009.036006850912,435.72543063146304,366.175,3.6966666666666668,462.37833333333333,528.4916666666667,-3012.732673517579,-32.4431183709614,4.906292632213019e-134,-26.652902701870275,-0.5698975710768064,0.5689608450784178,-162.31666666666666,-1.2372845989754926,0.21646625589699384
40035602257.306915,0.04845974873366423,0.3062808380096197,91011,-893.5696318422223,411.7159340850168,373.14,3.6966666666666668,462.37833333333333,528.4916666666667,-897.266298508889,-33.51227665236422,1.7676575213098364e-139,-50.662399248316575,-1.087908069176565,0.27707322951148655,-155.35166666666666,-1.1835421202466512,0.23706384589826748
116297653638.5447,0.03379327888038003,0.7201354216539191,91011,-2014.3243592860915,443.532964643026,359.91333333333336,3.6966666666666668,462.37833333333333,528.4916666666667,-2018.021025952758,-39.368500290059394,2.664315227363362e-168,-18.845368690307367,-0.4052510030928165,0.6854377119148359,-168.57833333333335,-1.2862943893901002,0.19883728856057345
1465845986.1476421,0.08188823828300135,0.9794088145141225,91011,-3193.087159885443,412.94894855980897,360.79333333333335,3.6966666666666668,462.37833333333333,528.4916666666667,-3196.7838265521095,-28.97059982860097,4.935199054474813e-116,-49.42938477352441,-1.0504962745235027,0.2939136272490488,-167.69833333333332,-1.2791763423778815,0.20133026498081505
3997017519.182104,0.03840118706865443,0.2447632950110708,91011,-717.0140377744821,381.9505486020592,369.6166666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-720.7107044411488,-37.880747777321,3.800584130069508e-161,-80.4277847312741,-1.7302437074024373,0.08410179928089237,-158.875,-1.211799524628654,0.22606692692166155
5677206968.608712,0.01981420684627501,0.593720942424649,91011,-2208.1799062638597,394.0678830555521,356.46,3.6966666666666668,462.37833333333333,528.4916666666667,-2211.8765729305264,-34.104776909290784,1.7923324303736735e-142,-68.31045027778133,-1.4704494564426716,0.14196513867324223,-172.03166666666667,-1.3129197599205877,0.18971274850532097
90165003072.26047,0.015869695690972803,0.02462414141225583,5678,-11.098863185718605,421.98473543654734,379.11833333333334,3.6966666666666668,462.37833333333333,528.4916666666667,-14.79552985238527,-9.411259618760932,1.0372265554654766e-19,-40.39359789678594,-0.7852490154659978,0.43261805293644007,-149.37333333333333,-1.0564391630658392,0.29119350308325403
2572217011.8035927,0.0968270143067205,0.8899033577703869,5678,-3038.859700773288,428.8309627507553,365.27666666666664,3.6966666666666668,462.37833333333333,528.4916666666667,-3042.5563674399546,-32.08717093746472,3.2672809246216137e-132,-33.54737058257798,-0.647731755507721,0.5174066407543978,-163.215,-1.1607609797422582,0.24620150237259086
1092015380.9465406,0.021676367316755228,0.6034692333483135,5678,-2169.7714625222197,403.00596067187996,351.3433333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-2173.4681291888865,-35.24893196521404,3.3070601221291034e-148,-59.372372661453376,-1.1680453880697417,0.24325314993845182,-177.14833333333334,-1.2719753511015492,0.20387546967994627
485999326635.50635,0.052566684433098004,0.7623949042390098,5678,-1303.8939001302695,546.5865668345881,360.0833333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-1307.5905667969362,-31.36173665587265,1.7658970602563707e-128,84.20823350125464,1.6231326449683132,0.10508717747382373,-168.40833333333333,-1.1930492685714742,0.23332241896215317
130082641092.86734,0.02830391677438531,0.5072234210849765,5678,-1402.7846495482243,609.2277232818295,374.41833333333335,3.6966666666666668,462.37833333333333,528.4916666666667,-1406.481316214891,-36.70249015777257,2.132052089320098e-155,146.8493899484962,2.4842258585809005,0.013255515808048866,-154.07333333333332,-1.0909381379001726,0.27573873480678573
61250351614.95645,0.076299684771251,0.6989609936524332,5678,-1797.0181097257223,448.8042935227539,362.885,3.6966666666666668,462.37833333333333,528.4916666666667,-1800.714776392389,-32.13458196591035,1.866366389306702e-132,-13.574039810579489,-0.2652995294601662,0.7908700015499174,-165.60666666666665,-1.1762320663093278,0.23996939663343242
1806776570.2727213,0.07483326821523174,0.5016038472613893,5678,-1411.62503390034,394.03674249942617,356.65166666666664,3.6966666666666668,462.37833333333333,528.4916666666667,-1415.3217005670067,-33.208063327968844,6.179708540025714e-138,-68.34159083390715,-1.3524883375106165,0.1767294867469311,-171.84,-1.2342300201433378,0.21760120035423716
400426228884.55347,0.045882513007913635,0.873522823318085,5678,-1622.6146937794222,569.5839794639776,349.755,3.6966666666666668,462.37833333333333,528.4916666666667,-1626.3113604460889,-34.14791593448122,1.086621524223548e-142,107.20564613064425,2.0325955713086117,0.042533966707949136,-178.73666666666668,-1.2734746135095647,0.20334362670846287
35992434851.938065,0.060076399631219066,0.2965201226141968,5678,-658.398804914805,420.4207593481295,369.66833333333335,3.6966666666666668,462.37833333333333,528.4916666666667,-662.0954715814717,-27.90188920630917,2.0717935789296398e-110,-41.9575739852039,-0.8250790662895525,0.409655156176555,-158.82333333333332,-1.1373106554788976,0.2558631767923032
29589596111.60383,0.06824475339730081,0.3734915197833033,5678,-967.87812300071,518.8476076576736,387.19166666666666,3.6966666666666668,462.37833333333333,528.4916666666667,-971.5747896673766,-30.498020038556007,5.23395991804122e-124,56.46927432434027,1.017104084025617,0.30951455097182523,-141.3,-1.0010072656424551,0.31722749133303885
714760542923.5795,0.09269560562860188,0.21358563815661602,5678,-127.04876116530113,571.1285213293785,380.34,3.6966666666666668,462.37833333333333,528.4916666666667,-130.74542783196782,-20.620180735704917,8.571567972957927e-72,108.75018799604518,2.092688752540409,0.03679713499791894,-148.15166666666667,-1.055560376352627,0.2915946605943505
15166950298.493416,0.009685798853562702,0.3837004754054125,5678,-1276.2886773159375,451.2418143565392,373.80333333333334,3.6966666666666668,462.37833333333333,528.4916666666667,-1279.9853439826043,-40.850810219713416,2.604628463003268e-175,-11.136518976794177,-0.212228930325758,0.832000634257037,-154.68833333333333,-1.0980838039127405,0.2726090891304086
7370574097.6680355,0.08734209237043629,0.6599713775590101,5678,-1772.8543550138315,468.24020482836,372.1666666666667,3.6966666666666668,462.37833333333333,528.4916666666667,-1776.5510216804983,-27.246127103856995,6.043119726541311e-107,5.861871495026692,0.10761579408707785,0.9143365028101902,-156.325,-1.109960230155376,0.2674615510558488
5152590539.813174,0.03703931808922538,0.9385894858745075,5678,-3627.0768817436942,473.86946259925804,366.51166666666666,3.6966666666666668,462.37833333333333,528.4916666666667,-3630.773548410361,-29.466052917591547,1.2530863154517453e-118,11.491129265924682,0.22003312588226556,0.8259203226055271,-161.98,-1.1448975525566967,0.25270884616987405
234581202356.3768,0.0024141546170917405,0.1826114589292026,5678,-579.7513009388379,551.337708477457,373.58666666666664,3.6966666666666668,462.37833333333333,528.4916666666667,-583.4479676055045,-40.46628124778023,1.670179537418691e-173,88.95937514412365,1.660723274317942,0.09729234483143984,-154.905,-1.0976868581246675,0.2727823009680456
13257314918.114382,0.03796945463744488,0.08899477733192865,5678,-103.13838500195574,425.5243215446484,382.25333333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-106.8350516686224,-25.78375159313429,3.4543572736095657e-99,-36.85401178868485,-0.7260624415659421,0.4680840879874296,-146.23833333333334,-1.0418548853308096,0.2978992750668815
6199879388.690948,0.003989474702791925,0.14249925370548322,1235,-485.59119986042333,606.6824828399299,435.81333333333333,3.6966666666666668,462.37833333333333,528.4916666666667,-489.28786652709,-47.963533921044544,2.7330180940498797e-207,144.3041495065965,1.723766226984305,0.08526604129894888,-92.67833333333333,-0.5565782010284234,0.5780235207838491
2628974089.7742987,0.05158041260155895,0.3114479689782006,1235,-823.7205001063871,604.389838498798,429.535,3.6966666666666668,462.37833333333333,528.4916666666667,-827.4171667730539,-35.25765138262867,2.9921998694767974e-148,142.01150516546465,1.69834376386323,0.08996222179416541,-98.95666666666666,-0.5948960210274286,0.5521376287377826
