,train_rmse,test_rmse,train_r2,test_r2,test_mae,cv_r2
spread_mean,5.0351222179129556,5.736151313663718,0.2746250793665864,0.2228594732822352,4.615139761853578,-0.06762252614610072
depth_mean,29.33910314876599,33.50348182496457,0.261142835460778,-0.09217411704483025,26.32335497450029,-0.13416200105326243
volume_mean,21.76177442894597,25.446524378868055,0.3580442865833281,0.1641064052315071,19.55779821257961,-0.18037728650680726
