,train_rmse,test_rmse,train_r2,test_r2,test_mae,cv_r2
spread_mean,4.996565244149546,17.72515983966636,0.9140530663837961,-0.005940762531284172,14.369398843581907,-0.6336969024551717
depth_mean,14.91658688843389,47.02020654036925,0.8927650904020991,0.07382218609571622,36.554940044027525,-0.36702194192643023
volume_mean,11.04423057114705,33.22207718750956,0.9065726269476816,0.19907738101855255,27.939439808188347,-0.448416833411598
