,train_rmse,test_rmse,train_r2,test_r2,test_mae,cv_r2
spread_mean,0.2990694182102867,4.2394768335214374,0.9929511209402652,-0.6030967615264728,3.530927950333664,-1.1293822303293548
depth_mean,10.971192656252112,307.604604813847,0.9973555803530271,-0.16742052646244865,168.06925224664798,-0.7657854302397904
volume_mean,0.27116068045072506,4.738968712033091,0.9985583319514987,0.4490936319546437,3.55493480465323,-0.5028120764941879
