,train_rmse,test_rmse,train_r2,test_r2,test_mae,cv_r2
spread_mean,25.278959630942047,194.71092934818756,0.999061311259896,0.9484881687656009,97.9332707882575,0.921799568676471
depth_mean,10.662694204098973,38.461865375016394,0.9875028978365524,0.8915566487865371,28.712806378126434,0.8165671884781744
volume_mean,3.233772368909902,10.040639570758128,0.9888625530674761,0.9030183526983184,8.094145164249825,0.8766790064426482
