,train_rmse,test_rmse,train_r2,test_r2,test_mae,cv_r2
spread_mean,6.89241928668583,21.402994779923333,0.9140023614167931,0.2767599290513634,15.609406056121092,0.2232706248539938
depth_mean,32.16352633708307,71.78115779340939,0.7117629380308196,-0.11653954531329269,59.13974238765752,-0.4633549548890709
volume_mean,22.57911280782198,52.972057022666704,0.8136860388763516,0.13249373105846707,42.17128433562895,-0.23832434900632143
