,train_rmse,test_rmse,train_r2,test_r2,test_mae,cv_r2
spread_mean,9.25030758307408,15.131596880794575,0.3960209670254081,0.18773705396147622,10.900031753674305,-1.7152643900682687
depth_mean,44.237489488881884,51.57542221223984,0.31789837999928194,0.05532888010553172,39.218206890797525,-1.1170977786706415
volume_mean,37.06810513091842,36.941130673772456,0.24911957951289876,-0.0347045216145383,27.219679471475846,-0.8715722949824769
